quality_label,alcohol,volatile acidity,citric acid,alcohol_bin,volatile acidity_bin,citric acid_bin
中等,10.3,0.53,0.08,Q3,Q3,Q1
中等,10.2,0.58,0.08,Q2,Q3,Q1
中等,12.0,0.64,0.09,Q4,Q3,Q1
中等,9.9,0.39,0.32,Q2,Q1,Q3
中等,11.6,0.52,0.08,Q4,Q2,Q1
好酒,10.9,0.25,0.29,Q3,Q1,Q3
中等,10.75,0.855,0.02,Q3,Q4,Q1
中等,10.4,0.44,0.42,Q3,Q2,Q3
好酒,11.2,0.37,0.43,Q4,Q1,Q4
中等,10.1,0.63,0.33,Q2,Q3,Q3
中等,10.2,0.57,0.02,Q2,Q3,Q1
中等,12.1,0.6,0.1,Q4,Q3,Q2
中等,10.4,0.4,0.5,Q3,Q2,Q4
好酒,11.4,0.36,0.3,Q4,Q1,Q3
中等,9.5,0.68,0.0,Q1,Q4,Q1
中等,9.4,0.67,0.0,Q1,Q4,Q1
中等,11.3,0.68,0.01,Q4,Q4,Q1
中等,9.4,0.735,0.0,Q1,Q4,Q1
中等,11.0,0.855,0.02,Q3,Q4,Q1
好酒,10.55,0.56,0.17,Q3,Q3,Q2
中等,9.9,0.88,0.04,Q2,Q4,Q1
中等,11.0,0.855,0.02,Q3,Q4,Q1
中等,9.5,0.63,0.33,Q1,Q3,Q3
中等,9.9,0.6,0.26,Q2,Q3,Q2
中等,9.9,0.6,0.26,Q2,Q3,Q2
中等,9.9,0.6,0.26,Q2,Q3,Q2
中等,10.1,0.695,0.13,Q2,Q4,Q2
中等,10.1,0.695,0.13,Q2,Q4,Q2
中等,10.1,0.695,0.13,Q2,Q4,Q2
中等,10.9,0.67,0.02,Q3,Q4,Q1
中等,11.2,0.16,0.64,Q4,Q1,Q4
中等,10.1,0.695,0.13,Q2,Q4,Q2
中等,9.2,0.56,0.13,Q1,Q3,Q2
中等,11.5,0.51,0.14,Q4,Q2,Q2
中等,12.4,0.36,0.53,Q4,Q1,Q4
中等,11.1,0.38,0.14,Q3,Q1,Q2
中等,9.5,0.69,0.32,Q1,Q4,Q3
中等,12.5,0.58,0.2,Q4,Q3,Q2
中等,10.5,0.31,0.78,Q3,Q1,Q4
中等,11.8,0.52,0.4,Q4,Q2,Q3
中等,10.8,0.3,0.63,Q3,Q1,Q4
中等,11.9,0.7,0.15,Q4,Q4,Q2
中等,11.3,0.67,0.15,Q4,Q4,Q2
中等,11.3,0.56,0.09,Q4,Q3,Q1
中等,11.9,0.35,0.33,Q4,Q1,Q3
中等,11.3,0.56,0.09,Q4,Q3,Q1
中等,11.9,0.715,0.1,Q4,Q4,Q2
中等,9.8,0.46,0.29,Q2,Q2,Q3
好酒,11.6,0.32,0.44,Q4,Q1,Q4
中等,11.5,0.39,0.44,Q4,Q1,Q4
中等,11.4,0.31,0.41,Q4,Q1,Q3
中等,10.9,0.61,0.11,Q3,Q3,Q2
中等,12.8,0.66,0.33,Q4,Q4,Q3
中等,9.2,0.725,0.2,Q1,Q4,Q2
中等,11.6,0.55,0.15,Q4,Q3,Q2
中等,11.6,0.74,0.09,Q4,Q4,Q1
中等,11.0,0.51,0.13,Q3,Q2,Q2
中等,9.5,0.62,0.08,Q1,Q3,Q1
中等,10.5,0.6,0.08,Q3,Q3,Q1
中等,11.2,0.55,0.1,Q4,Q3,Q2
中等,11.0,0.51,0.13,Q3,Q2,Q2
中等,10.2,0.645,0.12,Q2,Q4,Q2
中等,11.0,0.31,0.47,Q3,Q1,Q4
